Quebra;Quebra2;Código;Descrição;Quantidade;Faturamento;Preço médio;Custo Total;Imposto Estadual;Imposto Federal;Lucro;Margem;Markup;Participação;Acumulado;Classificação;ICMS ST;Fecop ST
07/05/2026;;00000000010627;MACA GALA KG;14,985;134,71;8,99;146,25;0,00;0,00;-11,54;-8,57;-7,89;1,56;73,66;A;;
07/05/2026;;00000000000471;CARTELA OVOS C/12;19,000;132,81;6,99;118,75;0,00;0,00;14,06;10,59;11,84;1,54;75,20;A;;
07/05/2026;;00000000004804;INHAME KG;20,240;101,01;4,99;104,24;0,00;0,00;-3,23;-3,19;-3,09;1,17;76,37;A;;
07/05/2026;;00000000004803;JILO KG;12,555;100,36;7,99;66,42;0,00;0,00;33,94;33,82;51,11;1,16;77,53;A;;
07/05/2026;;00000000004797;LARANJA PERA KG;25,900;92,96;3,59;57,24;0,00;0,00;35,72;38,43;62,41;1,07;78,60;A;;
07/05/2026;;00000000002137;MACA GALA SC 850GR;16,000;87,84;5,49;31,04;0,00;0,00;56,80;64,66;182,99;1,02;79,62;A;;
07/05/2026;;00000000012307;CHEIRO VERDE UN.;35,000;86,79;2,48;52,50;0,00;0,00;34,29;39,51;65,31;1,00;80,62;B;;
07/05/2026;;00000000019191;UVA PRETA S/ CAROCO BDJ 500G;9,000;85,41;9,49;46,80;0,00;0,00;38,61;45,21;82,50;0,99;81,61;B;;
07/05/2026;;00000000004793;ABOBORA SERGIPANA KG;16,154;80,61;4,99;56,54;0,00;0,00;24,07;29,86;42,57;0,93;82,54;B;;
07/05/2026;;00000000002498;LIMAO KG;26,860;80,31;2,99;51,30;0,00;0,00;29,01;36,12;56,54;0,93;83,47;B;;
07/05/2026;;00000000005372;LARANJA CX FECHADA;1,000;74,99;74,99;0,00;0,00;0,00;74,99;100,00;0,00;0,87;84,34;B;;
07/05/2026;;00000000010530;MACA  ARGENTINA KG;3,705;70,37;18,99;43,13;0,00;0,00;27,24;38,72;63,17;0,81;85,15;B;;
07/05/2026;;00000000004796;CHUCHU KG;23,495;70,26;2,99;149,19;0,00;0,00;-78,93;-112,34;-52,91;0,81;85,96;B;;
07/05/2026;;00000000012304;COUVE UN.;28,000;69,72;2,49;42,00;0,00;0,00;27,72;39,76;66,00;0,81;86,77;B;;
07/05/2026;;00000000010510;REPOLHO KG;15,140;66,47;4,39;29,07;0,00;0,00;37,40;56,27;128,66;0,77;87,54;B;;
07/05/2026;;00000000010532;KIWI KG;2,615;65,36;24,99;43,98;0,00;0,00;21,38;32,70;48,60;0,76;88,29;B;;
07/05/2026;;00000000004798;BETERRABA KG;11,900;65,35;5,49;52,48;0,00;0,00;12,87;19,70;24,53;0,76;89,05;B;;
07/05/2026;;00000000010505;ABOBRINHA KG;20,240;60,52;2,99;60,72;0,00;0,00;-0,20;-0,33;-0,33;0,70;89,75;B;;
07/05/2026;;00000000010512;PEPINO JAPONES KG;11,675;58,21;4,99;47,05;0,00;0,00;11,16;19,17;23,72;0,67;90,42;B;;
07/05/2026;;00000000012320;SALSINHA UN;23,000;57,27;2,49;34,50;0,00;0,00;22,77;39,76;66,00;0,66;91,08;B;;
07/05/2026;;00000000005062;MAMAO PAPAIA UN.;15,000;49,35;3,29;34,35;0,00;0,00;15,00;30,40;43,67;0,57;91,65;B;;
07/05/2026;;00000000010525;MANGA PALMER KG;8,035;48,12;5,99;42,51;0,00;0,00;5,61;11,67;13,21;0,56;92,21;B;;
07/05/2026;;00000000010523;ABACATE KG;10,485;46,04;4,39;63,54;0,00;0,00;-17,50;-38,01;-27,54;0,53;92,74;B;;
07/05/2026;;00000000010518;BANANA DAGUA KG;10,915;43,57;3,99;29,14;0,00;0,00;14,43;33,11;49,50;0,50;93,25;B;;
07/05/2026;;00000000002208;PIMENTAO PROMOCAO KG;9,053;42,46;4,69;0,00;0,00;0,00;42,46;100,00;0,00;0,49;93,74;B;;
07/05/2026;;00000000001557;BATATA DOCE KG;8,435;42,08;4,99;31,63;0,00;0,00;10,45;24,83;33,03;0,49;94,23;B;;
07/05/2026;;00000000012204;SANDUICHE DE PATE DA CASA;6,000;41,94;6,99;0,00;0,00;0,00;41,94;100,00;0,00;0,48;94,71;B;;
07/05/2026;;00000000004802;ABACAXI GRANDE UN.;5,000;39,95;7,99;27,50;0,00;0,00;12,45;31,16;45,27;0,46;95,17;C;;
07/05/2026;;00000000012303;AGRIAO UN.;16,000;39,84;2,49;19,20;0,00;0,00;20,64;51,81;107,50;0,46;95,63;C;;
07/05/2026;;00000000007660;PERA WILLIAM KG;3,755;37,52;9,99;46,19;0,00;0,00;-8,67;-23,10;-18,76;0,43;96,07;C;;
07/05/2026;;00000000011757;PIMENTAO VERMELHO E AMARELO KG;2,565;35,90;14,00;10,93;0,00;0,00;24,97;69,56;228,55;0,42;96,48;C;;
07/05/2026;;00000000012306;HORTELA UN;13,000;32,15;2,47;11,70;0,00;0,00;20,45;63,61;174,79;0,37;96,85;C;;
07/05/2026;;00000000010529;MACA VERDE KG;1,860;31,60;16,99;21,71;0,00;0,00;9,89;31,31;45,58;0,37;97,22;C;;
07/05/2026;;00000000002157;TOMATE PROMOCAO KG;7,768;30,99;3,99;0,00;0,00;0,00;30,99;100,00;0,00;0,36;97,58;C;;
07/05/2026;;00000000010526;COCO SECO KG;5,920;28,36;4,79;19,30;5,67;0,00;9,06;11,95;46,95;0,33;97,91;C;;
07/05/2026;;00000000007432;OVOS CAIPIRA C/12;2,000;25,98;12,99;20,00;0,00;0,00;5,98;23,02;29,90;0,30;98,21;C;;
07/05/2026;;00000000010531;MACA FUJI KG;1,830;25,60;13,99;24,47;0,00;0,00;1,13;4,43;4,63;0,30;98,50;C;;
07/05/2026;;00000000010513;PEPINO KG;4,420;23,83;5,39;23,82;0,00;0,00;0,01;0,03;0,03;0,28;98,78;C;;
07/05/2026;;00000000010506;BERINJELA KG;2,515;20,10;7,99;9,51;0,00;0,00;10,59;52,70;111,43;0,23;99,01;C;;
07/05/2026;;00000000002474;TOMATE GRAPE 180G UN.;3,000;19,47;6,49;15,00;0,00;0,00;4,47;22,96;29,80;0,23;99,23;C;;
07/05/2026;;00000000010521;MELAO COMUM KG;2,715;17,35;6,39;7,71;0,00;0,00;9,64;55,56;125,01;0,20;99,44;C;;
07/05/2026;;00000000010514;GENGIBRE KG;0,895;13,24;14,79;5,47;0,00;1,22;7,77;49,45;142,12;0,15;99,59;C;;
07/05/2026;;00000000010509;CEBOLA ROXA KG;1,660;9,96;6,00;6,71;0,00;0,00;3,25;32,67;48,51;0,12;99,70;C;;
07/05/2026;;00000000009239;BANANA PROMOCAO BDJ;2,000;5,98;2,99;0,00;0,72;0,55;5,98;78,75;0,00;0,07;99,77;C;;
07/05/2026;;00000000000258;CENOURA PROMOCAO KG;2,960;5,89;1,99;19,24;0,00;0,00;-13,35;-226,66;-69,39;0,07;99,84;C;;
07/05/2026;;00000000007562;SUCO DA CASA MARACUJA  500ML;1,000;4,99;4,99;0,00;0,00;0,00;4,99;100,00;0,00;0,06;99,90;C;;
07/05/2026;;00000000004889;MELANCIA KG;1,066;4,04;3,79;2,80;0,00;0,00;1,24;30,60;44,10;0,05;99,95;C;;
07/05/2026;;00000000010511;REPOLHO ROXO KG;0,415;3,73;8,99;1,17;0,00;0,00;2,56;68,74;219,86;0,04;99,99;C;;
07/05/2026;;00000000007308;SALSA G;1,000;0,99;0,99;3,50;0,00;0,00;-2,51;-253,54;-71,71;0,01;100,00;C;;
08/05/2026;;00000000002519;OVOS CARTELA COM 30;74,000;1183,26;15,99;859,01;0,00;0,00;324,25;27,40;37,75;10,85;10,85;A;;
08/05/2026;;00000000002494;BATATA LISA KG;110,305;881,32;7,99;224,58;0,00;0,00;656,74;74,52;292,43;8,08;18,94;A;;
08/05/2026;;00000000010522;MARACUJA KG;127,130;765,33;6,02;847,85;0,00;0,00;-82,52;-10,78;-9,73;7,02;25,96;A;;
08/05/2026;;00000000004801;BANANA PRATA KG;111,715;557,47;4,99;461,33;0,00;0,00;96,14;17,24;20,84;5,11;31,07;A;;
08/05/2026;;00000000010772;TOMATE ITALIANO KG;63,405;487,55;7,69;293,70;0,00;0,00;193,85;39,76;66,00;4,47;35,54;A;;
08/05/2026;;00000000004799;CENOURA KG;54,015;485,59;8,99;154,95;0,00;0,00;330,64;68,09;213,38;4,45;39,99;A;;
08/05/2026;;00000000019191;UVA PRETA S/ CAROCO BDJ 500G;77,000;474,00;6,16;403,60;0,00;0,00;70,40;14,85;17,44;4,35;44,34;A;;
08/05/2026;;00000000002495;CEBOLA GRAUDA KG;85,142;424,89;4,99;159,65;0,00;0,00;265,24;62,43;166,15;3,90;48,24;A;;
08/05/2026;;00000000002496;ALHO KG;31,770;409,61;12,89;281,23;28,67;0,00;128,38;24,34;45,65;3,76;51,99;A;;
08/05/2026;;00000000002497;TOMATE CARMEM KG;52,411;391,99;7,48;275,23;0,00;0,00;116,76;29,79;42,43;3,60;55,59;A;;
08/05/2026;;00000000011761;TANGERINA POKAN KG;81,360;325,18;4,00;345,82;0,00;0,00;-20,64;-6,35;-5,97;2,98;58,57;A;;
08/05/2026;;00000000002502;PIMENTAO KG;27,985;287,82;10,28;129,39;0,00;0,00;158,43;55,05;122,45;2,64;61,21;A;;
08/05/2026;;00000000019308;UVA VERDE S/ CAROCO BDJ 500G;27,000;269,71;9,99;176,50;0,00;0,00;93,21;34,56;52,81;2,47;63,69;A;;
08/05/2026;;00000000008064;OVOS CARTELA COM 20;22,000;263,26;11,97;10,00;0,00;0,00;253,26;96,20;2532,60;2,41;66,10;A;;
08/05/2026;;00000000002137;MACA GALA SC 850GR;51,000;255,64;5,01;101,17;0,00;0,00;154,47;60,42;152,68;2,34;68,45;A;;
08/05/2026;;00000000010507;QUIABO KG;29,989;239,60;7,99;174,85;0,00;0,00;64,75;27,03;37,03;2,20;70,64;A;;
08/05/2026;;00000000012305;COENTRO UN.;73,000;181,77;2,49;124,10;0,00;0,00;57,67;31,73;46,47;1,67;72,31;A;;
08/05/2026;;00000000012302;ALFACE CRESPA UN.;115,000;171,85;1,49;237,04;0,00;0,00;-65,19;-37,93;-27,50;1,58;73,89;A;;
08/05/2026;;00000000010627;MACA GALA KG;18,375;165,10;8,99;177,33;0,00;0,00;-12,23;-7,41;-6,90;1,51;75,40;A;;
08/05/2026;;00000000010508;CEBOLA MIUDA KG;34,380;154,29;4,49;70,69;0,00;0,00;83,60;54,18;118,26;1,42;76,82;A;;
08/05/2026;;00000000002498;LIMAO KG;49,485;148,00;2,99;97,41;0,00;0,00;50,59;34,18;51,93;1,36;78,17;A;;
08/05/2026;;00000000004797;LARANJA PERA KG;40,635;145,88;3,59;92,68;0,00;0,00;53,20;36,47;57,40;1,34;79,51;A;;
08/05/2026;;00000000004802;ABACAXI GRANDE UN.;18,000;143,82;7,99;99,00;0,00;0,00;44,82;31,16;45,27;1,32;80,83;B;;
08/05/2026;;00000000012304;COUVE UN.;84,000;125,16;1,49;126,00;0,00;0,00;-0,84;-0,67;-0,67;1,15;81,98;B;;
08/05/2026;;00000000005062;MAMAO PAPAIA UN.;35,000;115,15;3,29;80,15;0,00;0,00;35,00;30,40;43,67;1,06;83,03;B;;
08/05/2026;;00000000000471;CARTELA OVOS C/12;15,000;104,85;6,99;93,75;0,00;0,00;11,10;10,59;11,84;0,96;84,00;B;;
08/05/2026;;00000000004804;INHAME KG;20,295;99,31;4,89;120,86;0,00;0,00;-21,55;-21,70;-17,83;0,91;84,91;B;;
08/05/2026;;00000000004793;ABOBORA SERGIPANA KG;18,616;92,89;4,99;65,16;0,00;0,00;27,73;29,86;42,57;0,85;85,76;B;;
08/05/2026;;00000000004803;JILO KG;11,300;90,32;7,99;59,78;0,00;0,00;30,54;33,82;51,09;0,83;86,59;B;;
08/05/2026;;00000000010525;MANGA PALMER KG;15,080;90,31;5,99;79,47;0,00;0,00;10,84;12,01;13,64;0,83;87,42;B;;
08/05/2026;;00000000010505;ABOBRINHA KG;29,665;88,68;2,99;88,35;0,00;0,00;0,33;0,38;0,38;0,81;88,23;B;;
08/05/2026;;00000000011757;PIMENTAO VERMELHO E AMARELO KG;5,795;81,08;13,99;24,69;0,00;0,00;56,39;69,55;228,44;0,74;88,97;B;;
08/05/2026;;00000000004405;MOSTARDA UN;30,000;74,53;2,48;44,50;0,00;0,00;30,03;40,29;67,48;0,68;89,66;B;;
08/05/2026;;00000000004798;BETERRABA KG;13,080;71,79;5,49;57,68;0,00;0,00;14,11;19,65;24,46;0,66;90,31;B;;
08/05/2026;;00000000004796;CHUCHU KG;23,645;70,70;2,99;140,87;0,00;0,00;-70,17;-99,25;-49,81;0,65;90,96;B;;
08/05/2026;;00000000001557;BATATA DOCE KG;13,830;69,00;4,99;51,86;0,00;0,00;17,14;24,84;33,04;0,63;91,60;B;;
08/05/2026;;00000000010532;KIWI KG;2,645;66,10;24,99;44,49;0,00;0,00;21,61;32,69;48,58;0,61;92,20;B;;
08/05/2026;;00000000010523;ABACATE KG;18,305;63,91;3,49;104,57;0,00;0,00;-40,66;-63,62;-38,88;0,59;92,79;B;;
08/05/2026;;00000000012307;CHEIRO VERDE UN.;40,000;59,60;1,49;60,00;0,00;0,00;-0,40;-0,67;-0,67;0,55;93,33;B;;
08/05/2026;;00000000010510;REPOLHO KG;13,335;58,54;4,39;26,71;0,00;0,00;31,83;54,38;119,19;0,54;93,87;B;;
08/05/2026;;00000000007660;PERA WILLIAM KG;5,165;51,59;9,99;63,53;0,00;0,00;-11,94;-23,14;-18,79;0,47;94,34;B;;
08/05/2026;;00000000010512;PEPINO JAPONES KG;10,245;51,14;4,99;41,12;0,00;0,00;10,02;19,59;24,36;0,47;94,81;B;;
08/05/2026;;00000000012320;SALSINHA UN;33,000;50,85;1,54;49,10;0,00;0,00;1,75;3,44;3,56;0,47;95,28;C;;
08/05/2026;;00000000010513;PEPINO KG;7,625;41,10;5,39;40,58;0,00;0,00;0,52;1,26;1,28;0,38;95,66;C;;
08/05/2026;;00000000007432;OVOS CAIPIRA C/12;3,000;38,97;12,99;30,00;0,00;0,00;8,97;23,02;29,90;0,36;96,01;C;;
08/05/2026;;00000000012313;ALFACE LISA UN.;13,000;38,37;2,95;19,50;0,00;0,00;18,87;49,18;96,77;0,35;96,37;C;;
08/05/2026;;00000000010509;CEBOLA ROXA KG;5,890;35,32;6,00;23,85;0,00;0,00;11,47;32,47;48,07;0,32;96,69;C;;
08/05/2026;;00000000010526;COCO SECO KG;7,225;34,60;4,79;23,55;6,92;0,00;11,05;11,93;46,90;0,32;97,01;C;;
08/05/2026;;00000000010529;MACA VERDE KG;1,990;33,82;16,99;23,22;0,00;0,00;10,60;31,33;45,63;0,31;97,32;C;;
08/05/2026;;00000000012312;LOURO UN.;22,000;32,78;1,49;26,20;0,00;0,00;6,58;20,07;25,11;0,30;97,62;C;;
08/05/2026;;00000000002474;TOMATE GRAPE 180G UN.;5,000;32,45;6,49;25,00;0,00;0,00;7,45;22,96;29,80;0,30;97,92;C;;
08/05/2026;;00000000009239;BANANA PROMOCAO BDJ;10,000;29,90;2,99;0,00;3,65;2,49;29,90;79,48;0,00;0,27;98,19;C;;
08/05/2026;;00000000010531;MACA FUJI KG;1,985;27,77;13,99;26,54;0,00;0,00;1,23;4,43;4,64;0,25;98,44;C;;
08/05/2026;;00000000000258;CENOURA PROMOCAO KG;13,678;27,22;1,99;88,91;0,00;0,00;-61,69;-226,62;-69,38;0,25;98,69;C;;
08/05/2026;;00000000010521;MELAO COMUM KG;3,730;23,83;6,39;10,59;0,00;0,00;13,24;55,55;124,96;0,22;98,91;C;;
08/05/2026;;00000000012303;AGRIAO UN.;13,000;19,37;1,49;15,60;0,00;0,00;3,77;19,46;24,17;0,18;99,09;C;;
08/05/2026;;00000000012306;HORTELA UN;12,000;17,88;1,49;10,80;0,00;0,00;7,08;39,60;65,56;0,16;99,25;C;;
08/05/2026;;00000000010514;GENGIBRE KG;1,065;15,75;14,79;6,51;0,00;1,46;9,24;49,43;142,04;0,14;99,40;C;;
08/05/2026;;00000000010506;BERINJELA KG;1,805;14,43;7,99;6,82;0,00;0,00;7,61;52,72;111,49;0,13;99,53;C;;
08/05/2026;;00000000010511;REPOLHO ROXO KG;1,155;10,38;8,99;3,25;0,00;0,00;7,13;68,73;219,82;0,10;99,63;C;;
08/05/2026;;00000000002429;TOMATE CEREJA UN.;2,000;9,98;4,99;9,16;0,00;0,00;0,82;8,22;8,95;0,09;99,72;C;;
08/05/2026;;00000000002157;TOMATE PROMOCAO KG;1,940;7,74;3,99;0,00;0,00;0,00;7,74;100,00;0,00;0,07;99,79;C;;
08/05/2026;;00000000012204;SANDUICHE DE PATE DA CASA;1,000;6,99;6,99;0,00;0,00;0,00;6,99;100,00;0,00;0,06;99,85;C;;
08/05/2026;;00000000010518;BANANA DAGUA KG;1,565;6,25;3,99;4,18;0,00;0,00;2,07;33,14;49,57;0,06;99,91;C;;
08/05/2026;;00000000007308;SALSA G;5,000;4,95;0,99;17,50;0,00;0,00;-12,55;-253,54;-71,71;0,05;99,96;C;;
08/05/2026;;00000000005727;MACA GALA PROMOCAO SC 850GR;1,000;4,79;4,79;0,00;0,00;0,00;4,79;100,00;0,00;0,04;100,00;C;;
09/05/2026;;00000000002494;BATATA LISA KG;243,155;1942,81;7,99;555,89;0,00;0,00;1386,92;71,39;249,50;13,60;13,60;A;;
09/05/2026;;00000000002519;OVOS CARTELA COM 30;74,000;1183,26;15,99;864,76;0,00;0,00;318,50;26,92;36,83;8,29;21,89;A;;
09/05/2026;;00000000004799;CENOURA KG;122,125;1097,94;8,99;406,00;0,00;0,00;691,94;63,02;170,43;7,69;29,58;A;;
09/05/2026;;00000000010522;MARACUJA KG;98,135;677,97;6,91;644,95;0,00;0,00;33,02;4,87;5,12;4,75;34,32;A;;
09/05/2026;;00000000002496;ALHO KG;36,720;657,26;17,90;333,37;46,00;0,00;323,89;42,28;97,15;4,60;38,92;A;;
09/05/2026;;00000000008064;OVOS CARTELA COM 20;53,000;635,47;11,99;50,00;0,00;0,00;585,47;92,13;1170,94;4,45;43,37;A;;
09/05/2026;;00000000019191;UVA PRETA S/ CAROCO BDJ 500G;101,000;604,78;5,99;530,80;0,00;0,00;73,98;12,23;13,94;4,23;47,61;A;;
09/05/2026;;00000000002497;TOMATE CARMEM KG;79,590;596,11;7,49;418,09;0,00;0,00;178,02;29,86;42,58;4,17;51,78;A;;
09/05/2026;;00000000010772;TOMATE ITALIANO KG;68,105;523,72;7,69;323,65;0,00;0,00;200,07;38,20;61,82;3,67;55,45;A;;
09/05/2026;;00000000002495;CEBOLA GRAUDA KG;104,555;521,75;4,99;211,24;0,00;0,00;310,51;59,51;147,00;3,65;59,10;A;;
09/05/2026;;00000000002137;MACA GALA SC 850GR;69,000;344,81;5,00;161,80;0,00;0,00;183,01;53,08;113,11;2,41;61,52;A;;
09/05/2026;;00000000010627;MACA GALA KG;35,860;322,42;8,99;341,05;0,00;0,00;-18,63;-5,78;-5,46;2,26;63,77;A;;
09/05/2026;;00000000002502;PIMENTAO KG;30,905;318,01;10,29;157,86;0,00;0,00;160,15;50,36;101,45;2,23;66,00;A;;
09/05/2026;;00000000019308;UVA VERDE S/ CAROCO BDJ 500G;28,000;279,72;9,99;183,00;0,00;0,00;96,72;34,58;52,85;1,96;67,96;A;;
09/05/2026;;00000000012302;ALFACE CRESPA UN.;123,000;241,27;1,96;240,72;0,00;0,00;0,55;0,23;0,23;1,69;69,65;A;;
09/05/2026;;00000000004802;ABACAXI GRANDE UN.;28,000;223,72;7,99;151,75;0,00;0,00;71,97;32,17;47,43;1,57;71,22;A;;
09/05/2026;;00000000010525;MANGA PALMER KG;33,120;198,36;5,99;174,57;0,00;0,00;23,79;11,99;13,63;1,39;72,60;A;;
09/05/2026;;00000000012305;COENTRO UN.;77,000;191,73;2,49;130,90;0,00;0,00;60,83;31,73;46,47;1,34;73,95;A;;
09/05/2026;;00000000002498;LIMAO KG;59,695;178,50;2,99;117,77;0,00;0,00;60,73;34,02;51,56;1,25;75,20;A;;
09/05/2026;;00000000007660;PERA WILLIAM KG;17,830;178,13;9,99;207,60;0,00;0,00;-29,47;-16,54;-14,19;1,25;76,44;A;;
09/05/2026;;00000000004801;BANANA PRATA KG;35,385;176,57;4,99;142,11;0,00;0,00;34,46;19,51;24,25;1,24;77,68;A;;
09/05/2026;;00000000011761;TANGERINA POKAN KG;44,235;176,48;3,99;182,58;0,00;0,00;-6,10;-3,45;-3,34;1,24;78,92;A;;
09/05/2026;;00000000012307;CHEIRO VERDE UN.;66,000;164,34;2,49;97,40;0,00;0,00;66,94;40,73;68,73;1,15;80,07;B;;
09/05/2026;;00000000004797;LARANJA PERA KG;43,460;156,02;3,59;102,44;0,00;0,00;53,58;34,34;52,30;1,09;81,16;B;;
09/05/2026;;00000000004804;INHAME KG;30,890;154,15;4,99;174,49;0,00;0,00;-20,34;-13,20;-11,66;1,08;82,24;B;;
09/05/2026;;00000000010507;QUIABO KG;18,896;150,95;7,99;108,92;0,00;0,00;42,03;27,84;38,58;1,06;83,30;B;;
09/05/2026;;00000000005372;LARANJA CX FECHADA;2,000;149,98;74,99;0,00;0,00;0,00;149,98;100,00;0,00;1,05;84,35;B;;
09/05/2026;;00000000000471;CARTELA OVOS C/12;21,000;146,79;6,99;137,49;0,00;0,00;9,30;6,34;6,76;1,03;85,37;B;;
09/05/2026;;00000000004803;JILO KG;17,255;137,89;7,99;91,28;0,00;0,00;46,61;33,80;51,06;0,97;86,34;B;;
09/05/2026;;00000000001557;BATATA DOCE KG;26,780;133,62;4,99;99,73;0,00;0,00;33,89;25,36;33,98;0,94;87,27;B;;
09/05/2026;;00000000012304;COUVE UN.;50,000;124,50;2,49;70,00;0,00;0,00;54,50;43,78;77,86;0,87;88,15;B;;
09/05/2026;;00000000012320;SALSINHA UN;49,000;122,01;2,49;72,30;0,00;0,00;49,71;40,74;68,76;0,85;89,00;B;;
09/05/2026;;00000000004798;BETERRABA KG;18,400;101,00;5,49;82,69;0,00;0,00;18,31;18,12;22,14;0,71;89,71;B;;
09/05/2026;;00000000005062;MAMAO PAPAIA UN.;28,000;92,12;3,29;67,66;0,00;0,00;24,46;26,55;36,15;0,65;90,35;B;;
09/05/2026;;00000000010510;REPOLHO KG;20,920;91,82;4,39;48,00;0,00;0,00;43,82;47,72;91,29;0,64;91,00;B;;
09/05/2026;;00000000002474;TOMATE GRAPE 180G UN.;14,000;90,86;6,49;70,00;0,00;0,00;20,86;22,96;29,80;0,64;91,63;B;;
09/05/2026;;00000000010518;BANANA DAGUA KG;21,220;84,66;3,99;56,66;0,00;0,00;28,00;33,08;49,42;0,59;92,22;B;;
09/05/2026;;00000000010509;CEBOLA ROXA KG;13,760;82,47;5,99;56,17;0,00;0,00;26,30;31,89;46,83;0,58;92,80;B;;
09/05/2026;;00000000007432;OVOS CAIPIRA C/12;6,000;77,94;12,99;60,00;0,00;0,00;17,94;23,02;29,90;0,55;93,35;B;;
09/05/2026;;00000000004796;CHUCHU KG;25,745;76,99;2,99;161,17;0,00;0,00;-84,18;-109,34;-52,23;0,54;93,89;B;;
09/05/2026;;00000000010526;COCO SECO KG;14,050;66,94;4,76;46,06;13,74;0,00;20,88;10,67;45,34;0,47;94,36;B;;
09/05/2026;;00000000010512;PEPINO JAPONES KG;11,950;59,63;4,99;48,06;0,00;0,00;11,57;19,41;24,08;0,42;94,77;B;;
09/05/2026;;00000000010505;ABOBRINHA KG;13,255;52,25;3,94;38,80;0,00;0,00;13,45;25,74;34,67;0,37;95,14;C;;
09/05/2026;;00000000010532;KIWI KG;2,050;51,23;24,99;34,48;0,00;0,00;16,75;32,69;48,57;0,36;95,50;C;;
09/05/2026;;00000000009239;BANANA PROMOCAO BDJ;17,000;50,83;2,99;0,00;6,22;4,15;50,83;79,60;0,00;0,36;95,85;C;;
09/05/2026;;00000000010531;MACA FUJI KG;3,625;50,71;13,99;48,47;0,00;0,00;2,24;4,42;4,63;0,36;96,21;C;;
09/05/2026;;00000000011757;PIMENTAO VERMELHO E AMARELO KG;3,460;48,44;14,00;17,67;0,00;0,00;30,77;63,53;174,21;0,34;96,55;C;;
09/05/2026;;00000000010508;CEBOLA MIUDA KG;10,565;47,43;4,49;24,24;0,00;0,00;23,19;48,89;95,67;0,33;96,88;C;;
09/05/2026;;00000000010513;PEPINO KG;8,405;45,30;5,39;43,50;0,00;0,00;1,80;3,97;4,13;0,32;97,20;C;;
09/05/2026;;00000000012303;AGRIAO UN.;18,000;44,82;2,49;21,00;0,00;0,00;23,82;53,15;113,43;0,31;97,51;C;;
09/05/2026;;00000000010521;MELAO COMUM KG;6,980;44,60;6,39;23,78;0,00;0,00;20,82;46,69;87,57;0,31;97,82;C;;
09/05/2026;;00000000010523;ABACATE KG;9,575;42,04;4,39;58,02;0,00;0,00;-15,98;-38,02;-27,55;0,29;98,12;C;;
09/05/2026;;00000000010506;BERINJELA KG;4,665;37,30;8,00;17,63;0,00;0,00;19,67;52,72;111,53;0,26;98,38;C;;
09/05/2026;;00000000012306;HORTELA UN;14,000;34,86;2,49;12,60;0,00;0,00;22,26;63,86;176,67;0,24;98,62;C;;
09/05/2026;;00000000012312;LOURO UN.;14,000;33,86;2,42;16,80;0,00;0,00;17,06;50,38;101,55;0,24;98,86;C;;
09/05/2026;;00000000010511;REPOLHO ROXO KG;3,455;31,06;8,99;9,71;0,00;0,00;21,35;68,74;219,92;0,22;99,08;C;;
09/05/2026;;00000000004793;ABOBORA SERGIPANA KG;5,002;24,96;4,99;17,51;0,00;0,00;7,45;29,86;42,57;0,17;99,25;C;;
09/05/2026;;00000000010529;MACA VERDE KG;1,270;21,57;16,98;14,75;0,00;0,00;6,82;31,63;46,25;0,15;99,40;C;;
09/05/2026;;00000000012204;SANDUICHE DE PATE DA CASA;3,000;20,97;6,99;0,00;0,00;0,00;20,97;100,00;0,00;0,15;99,55;C;;
09/05/2026;;00000000000258;CENOURA PROMOCAO KG;6,614;13,16;1,99;42,99;0,00;0,00;-29,83;-226,68;-69,39;0,09;99,64;C;;
09/05/2026;;00000000008283;OVOS CAIPIRA  CARTELA COM 30;1,000;12,49;12,49;0,00;0,00;0,00;12,49;100,00;0,00;0,09;99,73;C;;
09/05/2026;;00000000002429;TOMATE CEREJA UN.;2,000;9,98;4,99;9,16;0,00;0,00;0,82;8,22;8,95;0,07;99,80;C;;
09/05/2026;;00000000010514;GENGIBRE KG;0,570;8,43;14,79;3,48;0,00;0,78;4,95;49,44;142,05;0,06;99,86;C;;
09/05/2026;;00000000004991;BATATA LISA PROMOCAO KG;2,622;6,53;2,49;0,00;0,00;0,00;6,53;100,00;0,00;0,05;99,90;C;;
09/05/2026;;00000000004889;MELANCIA KG;1,396;5,29;3,79;6,04;0,00;0,00;-0,75;-14,27;-12,49;0,04;99,94;C;;
09/05/2026;;00000000007308;SALSA G;5,000;4,95;0,99;17,50;0,00;0,00;-12,55;-253,54;-71,71;0,03;99,98;C;;
09/05/2026;;00000000002157;TOMATE PROMOCAO KG;0,855;3,41;3,99;0,00;0,00;0,00;3,41;100,00;0,00;0,02;100,00;C;;
10/05/2026;;00000000002494;BATATA LISA KG;165,165;1319,57;7,99;380,73;0,00;0,00;938,84;71,15;246,59;17,31;17,31;A;;
10/05/2026;;00000000004799;CENOURA KG;110,495;993,35;8,99;344,83;0,00;0,00;648,52;65,29;188,07;13,03;30,34;A;;
10/05/2026;;00000000004801;BANANA PRATA KG;86,855;433,39;4,99;352,80;0,00;0,00;80,59;18,59;22,84;5,69;36,03;A;;
10/05/2026;;00000000010772;TOMATE ITALIANO KG;53,380;410,45;7,69;247,76;0,00;0,00;162,69;39,64;65,67;5,38;41,41;A;;
