Quebra;Quebra2;Código;Descrição;Quantidade;Faturamento;Preço médio;Custo Total;Imposto Estadual;Imposto Federal;Lucro;Margem;Markup;Participação;Acumulado;Classificação;ICMS ST;Fecop ST
11/05/2026;;00000000010523;ABACATE KG;4,970;21,82;4,39;28,28;0,00;0,00;-6,46;-29,60;-22,84;-0,25;-0,25;;;
11/05/2026;;00000000004802;ABACAXI GRANDE UN.;3,000;23,97;7,99;16,50;0,00;0,00;7,47;31,16;45,27;0,29;0,04;;;
11/05/2026;;00000000004793;ABOBORA SERGIPANA KG;16,632;83,00;4,99;58,21;0,00;0,00;24,79;29,87;42,58;0,96;1,00;;;
11/05/2026;;00000000010505;ABOBRINHA KG;12,445;49,65;3,99;37,22;0,00;0,00;12,43;25,03;33,39;0,48;1,48;;;
11/05/2026;;00000000012303;AGRIAO UN.;14,000;34,86;2,49;16,80;0,00;0,00;18,06;51,81;107,50;0,70;2,18;;;
11/05/2026;;00000000012302;ALFACE CRESPA UN.;72,000;143,28;1,99;148,93;0,00;0,00;-5,65;-3,94;-3,79;-0,22;1,96;;;
11/05/2026;;00000000002496;ALHO KG;19,565;352,07;17,99;173,24;24,65;0,00;178,83;43,79;103,22;6,94;8,90;;;
11/05/2026;;00000000004801;BANANA PRATA KG;83,070;414,51;4,99;344,31;0,00;0,00;70,20;16,94;20,39;2,72;11,63;;;
11/05/2026;;00000000009239;BANANA PROMOCAO BDJ;14,000;41,86;2,99;0,00;5,08;3,60;41,86;79,27;0,00;1,62;13,25;;;
11/05/2026;;00000000001557;BATATA DOCE KG;20,815;103,88;4,99;77,55;0,00;0,00;26,33;25,35;33,95;1,02;14,27;;;
11/05/2026;;00000000002494;BATATA LISA KG;109,190;872,42;7,99;246,43;0,00;0,00;625,99;71,75;254,02;24,29;38,56;;;
11/05/2026;;00000000004991;BATATA LISA PROMOCAO KG;1,124;2,80;2,49;0,00;0,00;0,00;2,80;100,00;0,00;0,11;38,67;;;
11/05/2026;;00000000010506;BERINJELA KG;2,335;18,67;8,00;8,83;0,00;0,00;9,84;52,72;111,53;0,38;39,05;;;
11/05/2026;;00000000004798;BETERRABA KG;11,240;61,71;5,49;49,69;0,00;0,00;12,02;19,48;24,19;0,47;39,52;;;
11/05/2026;;00000000012309;BROCOLIS UN;7,000;48,93;6,99;45,50;0,00;0,00;3,43;7,01;7,54;0,13;39,65;;;
11/05/2026;;00000000000471;CARTELA OVOS C/12;17,000;118,83;6,99;106,25;0,00;0,00;12,58;10,59;11,84;0,49;40,14;;;
11/05/2026;;00000000002495;CEBOLA GRAUDA KG;35,725;178,31;4,99;70,18;0,00;0,00;108,13;60,64;154,09;4,20;44,34;;;
11/05/2026;;00000000010508;CEBOLA MIUDA KG;3,575;16,06;4,49;7,15;0,00;0,00;8,91;55,48;124,62;0,35;44,68;;;
11/05/2026;;00000000010509;CEBOLA ROXA KG;2,800;16,78;5,99;11,31;0,00;0,00;5,47;32,59;48,34;0,21;44,90;;;
11/05/2026;;00000000004799;CENOURA KG;33,770;303,60;8,99;105,22;0,00;0,00;198,38;65,34;188,53;7,70;52,59;;;
11/05/2026;;00000000000258;CENOURA PROMOCAO KG;4,166;8,29;1,99;27,08;0,00;0,00;-18,79;-226,65;-69,39;-0,73;51,86;;;
11/05/2026;;00000000012307;CHEIRO VERDE UN.;52,000;129,48;2,49;78,40;0,00;0,00;51,08;39,45;65,15;1,98;53,85;;;
11/05/2026;;00000000004796;CHUCHU KG;21,380;63,93;2,99;135,76;0,00;0,00;-71,83;-112,36;-52,91;-2,79;51,06;;;
11/05/2026;;00000000010526;COCO SECO KG;9,445;45,24;4,79;30,79;9,05;0,00;14,45;11,94;46,93;0,56;51,62;;;
11/05/2026;;00000000012305;COENTRO UN.;74,000;184,26;2,49;125,80;0,00;0,00;58,46;31,73;46,47;2,27;53,89;;;
11/05/2026;;00000000012304;COUVE UN.;38,000;94,62;2,49;57,00;0,00;0,00;37,62;39,76;66,00;1,46;55,35;;;
11/05/2026;;00000000010514;GENGIBRE KG;0,305;4,51;14,79;1,86;0,00;0,42;2,65;49,43;142,01;0,10;55,45;;;
11/05/2026;;00000000012306;HORTELA UN;8,000;19,92;2,49;7,20;0,00;0,00;12,72;63,86;176,67;0,49;55,94;;;
11/05/2026;;00000000004804;INHAME KG;23,175;115,65;4,99;117,16;0,00;0,00;-1,51;-1,30;-1,29;-0,06;55,89;;;
11/05/2026;;00000000004803;JILO KG;14,580;116,50;7,99;77,13;0,00;0,00;39,37;33,80;51,05;1,53;57,41;;;
11/05/2026;;00000000010532;KIWI KG;0,095;2,37;24,95;1,60;0,00;0,00;0,77;32,58;48,32;0,03;57,44;;;
11/05/2026;;00000000004797;LARANJA PERA KG;30,220;108,51;3,59;67,15;0,00;0,00;41,36;38,12;61,60;1,60;59,05;;;
11/05/2026;;00000000002498;LIMAO KG;24,660;73,75;2,99;47,78;0,00;0,00;25,97;35,21;54,35;1,01;60,06;;;
11/05/2026;;00000000012312;LOURO UN.;8,000;19,92;2,49;9,40;0,00;0,00;10,52;52,81;111,91;0,41;60,46;;;
11/05/2026;;00000000010530;MACA  ARGENTINA KG;0,335;6,36;18,99;3,90;0,00;0,00;2,46;38,69;63,10;0,10;60,56;;;
11/05/2026;;00000000010531;MACA FUJI KG;4,485;62,74;13,99;59,96;0,00;0,00;2,78;4,42;4,63;0,11;60,67;;;
11/05/2026;;00000000010627;MACA GALA KG;9,215;82,86;8,99;88,18;0,00;0,00;-5,32;-6,42;-6,04;-0,21;60,46;;;
11/05/2026;;00000000002137;MACA GALA SC 850GR;26,000;129,74;4,99;54,48;0,00;0,00;75,26;58,01;138,14;2,92;63,38;;;
11/05/2026;;00000000010529;MACA VERDE KG;0,185;3,14;16,97;2,16;0,00;0,00;0,98;31,24;45,44;0,04;63,42;;;
11/05/2026;;00000000005062;MAMAO PAPAIA UN.;4,000;13,16;3,29;9,16;0,00;0,00;4,00;30,40;43,67;0,16;63,57;;;
11/05/2026;;00000000010525;MANGA PALMER KG;20,990;125,71;5,99;111,04;0,00;0,00;14,67;11,67;13,21;0,57;64,14;;;
11/05/2026;;00000000010522;MARACUJA KG;43,645;305,11;6,99;295,02;0,00;0,00;10,09;3,31;3,42;0,39;64,53;;;
11/05/2026;;00000000010521;MELAO COMUM KG;1,515;9,68;6,39;4,30;0,00;0,00;5,38;55,55;124,98;0,21;64,74;;;
11/05/2026;;00000000004405;MOSTARDA UN;18,000;44,82;2,49;27,00;0,00;0,00;17,82;39,76;66,00;0,69;65,43;;;
11/05/2026;;00000000007432;OVOS CAIPIRA C/12;2,000;25,98;12,99;20,00;0,00;0,00;5,98;23,02;29,90;0,23;65,67;;;
11/05/2026;;00000000008064;OVOS CARTELA COM 20;20,000;239,80;11,99;30,00;0,00;0,00;209,80;87,49;699,33;8,14;73,81;;;
11/05/2026;;00000000002519;OVOS CARTELA COM 30;55,000;878,20;15,97;635,58;0,00;0,00;242,62;27,63;38,17;9,41;83,22;;;
11/05/2026;;00000000010512;PEPINO JAPONES KG;4,740;23,67;4,99;19,10;0,00;0,00;4,57;19,30;23,91;0,18;83,40;;;
11/05/2026;;00000000010513;PEPINO KG;4,850;26,14;5,39;26,14;0,00;0,00;0,00;-0,01;-0,01;0,00;83,40;;;
11/05/2026;;00000000007660;PERA WILLIAM KG;4,070;40,66;9,99;50,06;0,00;0,00;-9,40;-23,12;-18,78;-0,36;83,03;;;
11/05/2026;;00000000002502;PIMENTAO KG;7,145;73,57;10,30;33,71;0,00;0,00;39,86;54,18;118,26;1,55;84,58;;;
11/05/2026;;00000000011757;PIMENTAO VERMELHO E AMARELO KG;0,960;13,43;13,99;4,09;0,00;0,00;9,34;69,55;228,39;0,36;84,94;;;
11/05/2026;;00000000007980;POTE DE SALADA DA CASA;4,000;31,96;7,99;0,00;0,00;0,00;31,96;100,00;0,00;1,24;86,18;;;
11/05/2026;;00000000010507;QUIABO KG;27,747;221,67;7,99;166,67;0,00;0,00;55,00;24,81;33,00;2,13;88,32;;;
11/05/2026;;00000000010510;REPOLHO KG;6,200;27,22;4,39;11,90;0,00;0,00;15,32;56,27;128,66;0,59;88,91;;;
11/05/2026;;00000000007308;SALSA G;3,000;2,97;0,99;10,50;0,00;0,00;-7,53;-253,54;-71,71;-0,29;88,62;;;
11/05/2026;;00000000012320;SALSINHA UN;19,000;47,31;2,49;28,50;0,00;0,00;18,81;39,76;66,00;0,73;89,35;;;
11/05/2026;;00000000012204;SANDUICHE DE PATE DA CASA;5,000;34,95;6,99;0,00;0,00;0,00;34,95;100,00;0,00;1,36;90,71;;;
11/05/2026;;00000000011761;TANGERINA POKAN KG;38,295;152,80;3,99;162,75;0,00;0,00;-9,95;-6,51;-6,12;-0,39;90,32;;;
11/05/2026;;00000000002497;TOMATE CARMEM KG;28,635;214,45;7,49;149,82;0,00;0,00;64,63;30,14;43,14;2,51;92,83;;;
11/05/2026;;00000000002474;TOMATE GRAPE 180G UN.;1,000;6,49;6,49;5,00;0,00;0,00;1,49;22,96;29,80;0,06;92,88;;;
11/05/2026;;00000000010772;TOMATE ITALIANO KG;29,885;229,82;7,69;137,58;0,00;0,00;92,24;40,14;67,04;3,58;96,46;;;
11/05/2026;;00000000019191;UVA PRETA S/ CAROCO BDJ 500G;27,000;161,73;5,99;140,40;0,00;0,00;21,33;13,19;15,19;0,83;97,29;;;
11/05/2026;;00000000019308;UVA VERDE S/ CAROCO BDJ 500G;20,000;199,80;9,99;130,00;0,00;0,00;69,80;34,93;53,69;2,71;100,00;;;
12/05/2026;;00000000010523;ABACATE KG;22,610;90,18;3,99;137,02;0,00;0,00;-46,84;-51,94;-34,18;-1,53;-1,53;;;
12/05/2026;;00000000004802;ABACAXI GRANDE UN.;10,000;79,90;7,99;55,00;0,00;0,00;24,90;31,16;45,27;0,81;-0,72;;;
12/05/2026;;00000000004793;ABOBORA SERGIPANA KG;28,374;141,58;4,99;99,31;0,00;0,00;42,27;29,86;42,57;1,38;0,66;;;
12/05/2026;;00000000010505;ABOBRINHA KG;18,610;74,24;3,99;55,83;0,00;0,00;18,41;24,80;32,98;0,60;1,27;;;
12/05/2026;;00000000012303;AGRIAO UN.;28,000;41,72;1,49;33,60;0,00;0,00;8,12;19,46;24,17;0,27;1,53;;;
12/05/2026;;00000000012302;ALFACE CRESPA UN.;78,000;116,22;1,49;162,24;0,00;0,00;-46,02;-39,60;-28,37;-1,50;0,03;;;
12/05/2026;;00000000002496;ALHO KG;27,640;497,38;17,99;243,23;34,81;0,00;254,15;44,10;104,49;8,31;8,33;;;
12/05/2026;;00000000010518;BANANA DAGUA KG;22,845;91,15;3,99;61,00;0,00;0,00;30,15;33,08;49,44;0,99;9,32;;;
12/05/2026;;00000000004801;BANANA PRATA KG;131,480;656,09;4,99;546,96;0,00;0,00;109,13;16,63;19,95;3,57;12,89;;;
12/05/2026;;00000000009239;BANANA PROMOCAO BDJ;7,000;20,93;2,99;0,00;2,51;1,94;20,93;78,75;0,00;0,68;13,57;;;
12/05/2026;;00000000001557;BATATA DOCE KG;20,355;100,70;4,95;76,33;0,00;0,00;24,37;24,20;31,92;0,80;14,37;;;
12/05/2026;;00000000002494;BATATA LISA KG;104,280;833,12;7,99;198,13;0,00;0,00;634,99;76,22;320,49;20,76;35,12;;;
12/05/2026;;00000000010506;BERINJELA KG;2,110;16,86;7,99;7,98;0,00;0,00;8,88;52,69;111,39;0,29;35,41;;;
12/05/2026;;00000000004798;BETERRABA KG;17,960;98,61;5,49;79,20;0,00;0,00;19,41;19,68;24,50;0,63;36,05;;;
12/05/2026;;00000000012309;BROCOLIS UN;53,000;243,27;4,59;344,50;0,00;0,00;-101,23;-41,61;-29,38;-3,31;32,74;;;
12/05/2026;;00000000000471;CARTELA OVOS C/12;13,000;90,87;6,99;81,25;0,00;0,00;9,62;10,59;11,84;0,31;33,05;;;
12/05/2026;;00000000002495;CEBOLA GRAUDA KG;61,770;308,19;4,99;109,33;0,00;0,00;198,86;64,52;181,88;6,50;39,55;;;
12/05/2026;;00000000010508;CEBOLA MIUDA KG;8,565;38,45;4,49;17,13;0,00;0,00;21,32;55,45;124,46;0,70;40,25;;;
12/05/2026;;00000000010509;CEBOLA ROXA KG;4,700;28,15;5,99;18,99;0,00;0,00;9,16;32,55;48,25;0,30;40,55;;;
12/05/2026;;00000000004799;CENOURA KG;44,180;397,18;8,99;123,70;0,00;0,00;273,48;68,85;221,07;8,94;49,49;;;
12/05/2026;;00000000012307;CHEIRO VERDE UN.;54,000;80,46;1,49;81,00;0,00;0,00;-0,54;-0,67;-0,67;-0,02;49,47;;;
12/05/2026;;00000000004796;CHUCHU KG;18,595;55,60;2,99;118,08;0,00;0,00;-62,48;-112,37;-52,91;-2,04;47,43;;;
12/05/2026;;00000000010526;COCO SECO KG;11,025;52,81;4,79;35,94;10,56;0,00;16,87;11,94;46,93;0,55;47,98;;;
12/05/2026;;00000000012305;COENTRO UN.;79,000;196,71;2,49;134,30;0,00;0,00;62,41;31,73;46,47;2,04;50,02;;;
12/05/2026;;00000000012304;COUVE UN.;76,000;113,24;1,49;114,00;0,00;0,00;-0,76;-0,67;-0,67;-0,02;50,00;;;
12/05/2026;;00000000010514;GENGIBRE KG;1,335;19,74;14,79;8,16;0,00;1,83;11,58;49,43;142,01;0,38;50,38;;;
12/05/2026;;00000000012306;HORTELA UN;10,000;24,90;2,49;9,00;0,00;0,00;15,90;63,86;176,67;0,52;50,90;;;
12/05/2026;;00000000004804;INHAME KG;5,015;25,02;4,99;25,83;0,00;0,00;-0,81;-3,23;-3,13;-0,03;50,87;;;
12/05/2026;;00000000004803;JILO KG;15,150;121,08;7,99;80,14;0,00;0,00;40,94;33,81;51,08;1,34;52,21;;;
12/05/2026;;00000000010532;KIWI KG;3,505;87,59;24,99;58,95;0,00;0,00;28,64;32,69;48,57;0,94;53,14;;;
12/05/2026;;00000000004797;LARANJA PERA KG;56,970;170,32;2,99;125,90;0,00;0,00;44,42;26,08;35,28;1,45;54,59;;;
12/05/2026;;00000000002498;LIMAO KG;26,540;79,37;2,99;50,69;0,00;0,00;28,68;36,13;56,57;0,94;55,53;;;
12/05/2026;;00000000010530;MACA  ARGENTINA KG;1,625;30,86;18,99;18,91;0,00;0,00;11,94;38,71;63,15;0,39;55,92;;;
12/05/2026;;00000000010531;MACA FUJI KG;0,820;11,47;13,99;10,96;0,00;0,00;0,51;4,42;4,62;0,02;55,94;;;
12/05/2026;;00000000010627;MACA GALA KG;17,125;153,95;8,99;167,14;0,00;0,00;-13,19;-8,57;-7,89;-0,43;55,51;;;
12/05/2026;;00000000005727;MACA GALA PROMOCAO SC 850GR;2,000;9,58;4,79;0,00;0,00;0,00;9,58;100,00;0,00;0,31;55,82;;;
12/05/2026;;00000000002137;MACA GALA SC 850GR;44,000;210,76;4,79;85,36;0,00;0,00;125,40;59,50;146,91;4,10;59,92;;;
12/05/2026;;00000000010529;MACA VERDE KG;0,180;3,06;17,00;2,10;0,00;0,00;0,96;31,35;45,67;0,03;59,95;;;
12/05/2026;;00000000005062;MAMAO PAPAIA UN.;11,000;36,19;3,29;25,19;0,00;0,00;11,00;30,40;43,67;0,36;60,31;;;
12/05/2026;;00000000010525;MANGA PALMER KG;36,825;220,54;5,99;194,80;0,00;0,00;25,74;11,67;13,21;0,84;61,15;;;
12/05/2026;;00000000010522;MARACUJA KG;41,250;329,57;7,99;279,67;0,00;0,00;49,89;15,14;17,84;1,63;62,78;;;
12/05/2026;;00000000004889;MELANCIA KG;1,609;6,10;3,79;4,23;0,00;0,00;1,87;30,63;44,15;0,06;62,84;;;
12/05/2026;;00000000010521;MELAO COMUM KG;8,435;53,90;6,39;23,96;0,00;0,00;29,94;55,56;125,00;0,98;63,82;;;
12/05/2026;;00000000009982;MELAO UNID;2,000;8,98;4,49;0,00;0,00;0,00;8,98;100,00;0,00;0,29;64,12;;;
12/05/2026;;00000000004405;MOSTARDA UN;24,000;59,76;2,49;36,00;0,00;0,00;23,76;39,76;66,00;0,78;64,89;;;
12/05/2026;;00000000007432;OVOS CAIPIRA C/12;1,000;12,99;12,99;10,00;0,00;0,00;2,99;23,02;29,90;0,10;64,99;;;
12/05/2026;;00000000008064;OVOS CARTELA COM 20;32,000;383,68;11,99;0,00;0,00;0,00;383,68;100,00;0,00;12,54;77,53;;;
12/05/2026;;00000000002519;OVOS CARTELA COM 30;41,000;655,59;15,99;471,50;0,00;0,00;184,09;28,08;39,04;6,02;83,55;;;
12/05/2026;;00000000010512;PEPINO JAPONES KG;8,385;41,85;4,99;33,79;0,00;0,00;8,06;19,26;23,85;0,26;83,81;;;
12/05/2026;;00000000010513;PEPINO KG;4,275;23,04;5,39;23,04;0,00;0,00;0,00;-0,01;-0,01;0,00;83,81;;;
12/05/2026;;00000000007660;PERA WILLIAM KG;2,745;27,41;9,99;33,76;0,00;0,00;-6,35;-23,18;-18,82;-0,21;83,61;;;
12/05/2026;;00000000002502;PIMENTAO KG;15,480;159,24;10,29;69,35;0,00;0,00;89,89;56,45;129,62;2,94;86,54;;;
12/05/2026;;00000000011757;PIMENTAO VERMELHO E AMARELO KG;0,160;2,24;14,00;0,68;0,00;0,00;1,56;69,57;228,64;0,05;86,59;;;
12/05/2026;;00000000007980;POTE DE SALADA DA CASA;1,000;7,99;7,99;0,00;0,00;0,00;7,99;100,00;0,00;0,26;86,86;;;
12/05/2026;;00000000010507;QUIABO KG;2,892;23,11;7,99;17,18;0,00;0,00;5,93;25,67;34,53;0,19;87,05;;;
12/05/2026;;00000000010510;REPOLHO KG;13,200;57,94;4,39;25,34;0,00;0,00;32,60;56,26;128,61;1,07;88,11;;;
12/05/2026;;00000000010511;REPOLHO ROXO KG;1,030;9,26;8,99;2,89;0,00;0,00;6,37;68,74;219,94;0,21;88,32;;;
12/05/2026;;00000000007308;SALSA G;4,000;3,96;0,99;14,00;0,00;0,00;-10,04;-253,54;-71,71;-0,33;87,99;;;
12/05/2026;;00000000012320;SALSINHA UN;39,000;97,11;2,49;58,50;0,00;0,00;38,61;39,76;66,00;1,26;89,26;;;
12/05/2026;;00000000012204;SANDUICHE DE PATE DA CASA;1,000;6,99;6,99;0,00;0,00;0,00;6,99;100,00;0,00;0,23;89,49;;;
12/05/2026;;00000000011761;TANGERINA POKAN KG;74,415;296,91;3,99;316,26;0,00;0,00;-19,35;-6,52;-6,12;-0,63;88,85;;;
12/05/2026;;00000000002497;TOMATE CARMEM KG;31,450;234,72;7,46;164,48;0,00;0,00;70,24;29,92;42,70;2,30;91,15;;;
12/05/2026;;00000000002474;TOMATE GRAPE 180G UN.;4,000;25,96;6,49;20,00;0,00;0,00;5,96;22,96;29,80;0,19;91,34;;;
12/05/2026;;00000000010772;TOMATE ITALIANO KG;38,425;295,51;7,69;175,22;0,00;0,00;120,29;40,71;68,65;3,93;95,28;;;
12/05/2026;;00000000019191;UVA PRETA S/ CAROCO BDJ 500G;39,000;253,11;6,49;202,80;0,00;0,00;50,31;19,88;24,81;1,64;96,92;;;
12/05/2026;;00000000019308;UVA VERDE S/ CAROCO BDJ 500G;27,000;269,73;9,99;175,50;0,00;0,00;94,23;34,93;53,69;3,08;100,00;;;
13/05/2026;;00000000010523;ABACATE KG;7,800;33,84;4,34;47,27;0,00;0,00;-13,43;-39,68;-28,41;-0,47;-0,47;;;
13/05/2026;;00000000004802;ABACAXI GRANDE UN.;6,000;47,94;7,99;33,00;0,00;0,00;14,94;31,16;45,27;0,52;0,05;;;
13/05/2026;;00000000004793;ABOBORA SERGIPANA KG;10,321;51,50;4,99;36,12;0,00;0,00;15,38;29,86;42,57;0,53;0,59;;;
13/05/2026;;00000000010505;ABOBRINHA KG;14,870;48,04;3,23;44,61;0,00;0,00;3,43;7,14;7,69;0,12;0,70;;;
13/05/2026;;00000000012303;AGRIAO UN.;12,000;29,88;2,49;14,40;0,00;0,00;15,48;51,81;107,50;0,54;1,24;;;
13/05/2026;;00000000012302;ALFACE CRESPA UN.;66,000;130,34;1,97;137,28;0,00;0,00;-6,94;-5,32;-5,06;-0,24;1,00;;;
13/05/2026;;00000000002496;ALHO KG;14,360;258,45;18,00;126,37;18,09;0,00;132,08;44,11;104,52;4,58;5,58;;;
13/05/2026;;00000000010518;BANANA DAGUA KG;9,531;38,03;3,99;25,45;0,00;0,00;12,58;33,09;49,44;0,44;6,01;;;
13/05/2026;;00000000004801;BANANA PRATA KG;52,280;260,86;4,99;217,48;0,00;0,00;43,38;16,63;19,94;1,50;7,52;;;
13/05/2026;;00000000009239;BANANA PROMOCAO BDJ;10,000;29,90;2,99;0,00;3,59;2,77;29,90;78,75;0,00;1,04;8,55;;;
13/05/2026;;00000000001557;BATATA DOCE KG;8,770;36,44;4,16;32,89;0,00;0,00;3,55;9,75;10,80;0,12;8,67;;;
13/05/2026;;00000000002494;BATATA LISA KG;108,540;872,40;8,04;206,23;0,00;0,00;666,17;76,36;323,03;23,08;31,76;;;
13/05/2026;;00000000010506;BERINJELA KG;2,510;17,05;6,79;9,49;0,00;0,00;7,56;44,35;79,70;0,26;32,02;;;
13/05/2026;;00000000004798;BETERRABA KG;8,300;48,39;5,83;36,60;0,00;0,00;11,79;24,36;32,20;0,41;32,43;;;
13/05/2026;;00000000012309;BROCOLIS UN;15,000;104,85;6,99;97,50;0,00;0,00;7,35;7,01;7,54;0,25;32,68;;;
13/05/2026;;00000000012042;CAIXA DE OVOS;1,000;239,99;239,99;0,00;0,00;0,00;239,99;100,00;0,00;8,32;41,00;;;
13/05/2026;;00000000000471;CARTELA OVOS C/12;26,000;181,74;6,99;162,50;0,00;0,00;19,24;10,59;11,84;0,67;41,66;;;
13/05/2026;;00000000002495;CEBOLA GRAUDA KG;56,980;295,65;5,19;100,85;0,00;0,00;194,80;65,89;193,14;6,75;48,41;;;
13/05/2026;;00000000010508;CEBOLA MIUDA KG;6,530;29,31;4,49;13,06;0,00;0,00;16,25;55,44;124,43;0,56;48,98;;;
13/05/2026;;00000000010509;CEBOLA ROXA KG;5,879;39,11;6,65;23,75;0,00;0,00;15,36;39,27;64,67;0,53;49,51;;;
13/05/2026;;00000000004799;CENOURA KG;33,165;298,17;8,99;92,86;0,00;0,00;205,31;68,86;221,09;7,11;56,62;;;
13/05/2026;;00000000000258;CENOURA PROMOCAO KG;6,256;12,45;1,99;40,66;0,00;0,00;-28,21;-226,62;-69,38;-0,98;55,64;;;
13/05/2026;;00000000012307;CHEIRO VERDE UN.;37,000;90,13;2,44;55,50;0,00;0,00;34,63;38,42;62,40;1,20;56,84;;;
13/05/2026;;00000000004796;CHUCHU KG;8,665;30,53;3,52;55,02;0,00;0,00;-24,49;-80,23;-44,51;-0,85;56,00;;;
13/05/2026;;00000000010526;COCO SECO KG;8,155;39,06;4,79;26,59;7,81;0,00;12,47;11,94;46,92;0,43;56,43;;;
13/05/2026;;00000000012305;COENTRO UN.;57,000;141,93;2,49;96,90;0,00;0,00;45,03;31,73;46,47;1,56;57,99;;;
13/05/2026;;00000000012304;COUVE UN.;36,000;89,52;2,49;54,00;0,00;0,00;35,52;39,68;65,78;1,23;59,22;;;
13/05/2026;;00000000010514;GENGIBRE KG;0,140;2,08;14,86;0,86;0,00;0,19;1,22;49,63;143,16;0,04;59,26;;;
13/05/2026;;00000000012306;HORTELA UN;9,000;22,41;2,49;8,10;0,00;0,00;14,31;63,86;176,67;0,50;59,76;;;
13/05/2026;;00000000004804;INHAME KG;9,780;48,79;4,99;50,37;0,00;0,00;-1,58;-3,23;-3,13;-0,05;59,70;;;
13/05/2026;;00000000004803;JILO KG;13,655;109,12;7,99;72,23;0,00;0,00;36,89;33,80;51,06;1,28;60,98;;;
13/05/2026;;00000000010532;KIWI KG;0,335;8,37;24,99;5,63;0,00;0,00;2,74;32,68;48,54;0,09;61,08;;;
13/05/2026;;00000000004797;LARANJA PERA KG;12,395;43,76;3,53;27,39;0,00;0,00;16,37;37,40;59,75;0,57;61,64;;;
13/05/2026;;00000000002498;LIMAO KG;15,805;50,29;3,18;30,19;0,00;0,00;20,10;39,97;66,59;0,70;62,34;;;
13/05/2026;;00000000012312;LOURO UN.;1,000;2,49;2,49;1,20;0,00;0,00;1,29;51,81;107,50;0,04;62,38;;;
13/05/2026;;00000000010531;MACA FUJI KG;4,780;66,87;13,99;63,91;0,00;0,00;2,96;4,43;4,63;0,10;62,49;;;
13/05/2026;;00000000010627;MACA GALA KG;15,345;137,95;8,99;149,77;0,00;0,00;-11,82;-8,57;-7,89;-0,41;62,08;;;
13/05/2026;;00000000002137;MACA GALA SC 850GR;17,000;84,63;4,98;32,98;0,00;0,00;51,65;61,03;156,61;1,79;63,87;;;
13/05/2026;;00000000010529;MACA VERDE KG;1,495;25,40;16,99;17,45;0,00;0,00;7,95;31,31;45,59;0,28;64,14;;;
13/05/2026;;00000000005062;MAMAO PAPAIA UN.;3,000;13,47;4,49;6,87;0,00;0,00;6,60;49,00;96,07;0,23;64,37;;;
13/05/2026;;00000000010525;MANGA PALMER KG;28,075;168,13;5,99;148,52;0,00;0,00;19,61;11,67;13,21;0,68;65,05;;;
13/05/2026;;00000000010522;MARACUJA KG;26,245;186,47;7,10;177,94;0,00;0,00;8,53;4,57;4,79;0,30;65,35;;;
13/05/2026;;00000000004889;MELANCIA KG;1,617;6,13;3,79;4,25;0,00;0,00;1,88;30,62;44,14;0,07;65,41;;;
13/05/2026;;00000000010521;MELAO COMUM KG;4,565;23,69;5,19;12,96;0,00;0,00;10,73;45,27;82,73;0,37;65,78;;;
13/05/2026;;00000000004405;MOSTARDA UN;20,000;49,80;2,49;30,00;0,00;0,00;19,80;39,76;66,00;0,69;66,47;;;
13/05/2026;;00000000011612;MOUSSE DE LIMAO DA CASA P;2,000;7,98;3,99;0,00;0,00;0,00;7,98;100,00;0,00;0,28;66,74;;;
13/05/2026;;00000000011609;MOUSSE DE MARACUJA DA CASA P;4,000;15,96;3,99;0,00;0,00;0,00;15,96;100,00;0,00;0,55;67,30;;;
13/05/2026;;00000000008283;OVOS CAIPIRA  CARTELA COM 30;1,000;12,49;12,49;0,00;0,00;0,00;12,49;100,00;0,00;0,43;67,73;;;
13/05/2026;;00000000008064;OVOS CARTELA COM 20;27,000;323,73;11,99;0,00;0,00;0,00;323,73;100,00;0,00;11,22;78,95;;;
13/05/2026;;00000000002519;OVOS CARTELA COM 30;37,000;667,53;18,04;425,50;0,00;0,00;242,03;36,26;56,88;8,39;87,33;;;
13/05/2026;;00000000010512;PEPINO JAPONES KG;3,915;19,53;4,99;15,78;0,00;0,00;3,75;19,21;23,78;0,13;87,46;;;
13/05/2026;;00000000010513;PEPINO KG;8,500;41,56;4,89;45,81;0,00;0,00;-4,25;-10,24;-9,29;-0,15;87,32;;;
13/05/2026;;00000000007660;PERA WILLIAM KG;8,280;82,70;9,99;101,84;0,00;0,00;-19,14;-23,15;-18,80;-0,66;86,65;;;
13/05/2026;;00000000002502;PIMENTAO KG;12,970;96,36;7,43;58,11;0,00;0,00;38,25;39,70;65,84;1,33;87,98;;;
13/05/2026;;00000000011757;PIMENTAO VERMELHO E AMARELO KG;0,720;10,08;14,00;3,07;0,00;0,00;7,01;69,57;228,64;0,24;88,22;;;
13/05/2026;;00000000010510;REPOLHO KG;9,880;51,30;5,19;18,97;0,00;0,00;32,33;63,02;170,43;1,12;89,34;;;
13/05/2026;;00000000007308;SALSA G;2,000;1,98;0,99;7,00;0,00;0,00;-5,02;-253,54;-71,71;-0,17;89,17;;;
13/05/2026;;00000000012320;SALSINHA UN;26,000;64,74;2,49;39,00;0,00;0,00;25,74;39,76;66,00;0,89;90,06;;;
13/05/2026;;00000000012204;SANDUICHE DE PATE DA CASA;2,000;13,98;6,99;0,00;0,00;0,00;13,98;100,00;0,00;0,48;90,54;;;
