Quebra;Quebra2;Código;Descrição;Quantidade;Faturamento;Preço médio;Custo Total;Imposto Estadual;Imposto Federal;Lucro;Margem;Markup;Participação;Acumulado;Classificação;ICMS ST;Fecop ST
23/05/2026;;00000000010684;MORANGO BANDEJA UN.;20,000;159,80;7,99;103,00;0,00;0,00;56,80;35,54;55,15;2,45;64,70;;;
23/05/2026;;00000000011612;MOUSSE DE LIMAO DA CASA P;1,000;3,99;3,99;0,00;0,00;0,00;3,99;100,00;0,00;0,17;64,87;;;
23/05/2026;;00000000008064;OVOS CARTELA COM 20;48,000;575,52;11,99;271,50;0,00;0,00;304,02;52,83;111,98;13,11;77,98;;;
23/05/2026;;00000000002519;OVOS CARTELA COM 30;33,000;593,67;17,99;478,65;0,00;0,00;115,02;19,37;24,03;4,96;82,94;;;
23/05/2026;;00000000010512;PEPINO JAPONES KG;10,180;50,78;4,99;44,37;0,00;0,00;6,41;12,62;14,44;0,28;83,22;;;
23/05/2026;;00000000010513;PEPINO KG;6,415;31,36;4,89;26,16;0,00;0,00;5,20;16,58;19,88;0,22;83,44;;;
23/05/2026;;00000000003375;PERA PORTUGUESA KG;0,740;18,42;24,89;13,02;0,00;0,00;5,40;29,33;41,51;0,23;83,67;;;
23/05/2026;;00000000007660;PERA WILLIAM KG;14,400;143,86;9,99;108,15;0,00;0,00;35,71;24,83;33,02;1,54;85,21;;;
23/05/2026;;00000000002502;PIMENTAO KG;24,135;175,95;7,29;122,23;0,00;0,00;53,72;30,53;43,95;2,32;87,53;;;
23/05/2026;;00000000011757;PIMENTAO VERMELHO E AMARELO KG;3,545;49,63;14,00;28,62;0,00;0,00;21,01;42,34;73,44;0,91;88,44;;;
23/05/2026;;00000000010507;QUIABO KG;31,413;250,96;7,99;306,62;0,00;0,00;-55,66;-22,18;-18,15;-2,40;86,04;;;
23/05/2026;;00000000010510;REPOLHO KG;19,305;81,22;4,21;60,74;0,00;0,00;20,48;25,21;33,71;0,88;86,92;;;
23/05/2026;;00000000007308;SALSA G;5,000;4,95;0,99;17,50;0,00;0,00;-12,55;-253,54;-71,71;-0,54;86,38;;;
23/05/2026;;00000000012320;SALSINHA UN;35,000;52,15;1,49;59,50;0,00;0,00;-7,35;-14,09;-12,35;-0,32;86,06;;;
23/05/2026;;00000000004689;SUCO DA CASA MORANGO 300ML;2,000;9,98;4,99;0,00;0,00;0,00;9,98;100,00;0,00;0,43;86,49;;;
23/05/2026;;00000000011761;TANGERINA POKAN KG;57,760;230,37;3,99;150,13;0,00;0,00;80,24;34,83;53,44;3,46;89,95;;;
23/05/2026;;00000000002497;TOMATE CARMEM KG;59,515;472,63;7,94;409,15;0,00;0,00;63,48;13,43;15,51;2,74;92,69;;;
23/05/2026;;00000000002429;TOMATE CEREJA UN.;1,000;4,99;4,99;4,58;0,00;0,00;0,41;8,22;8,95;0,02;92,71;;;
23/05/2026;;00000000002474;TOMATE GRAPE 180G UN.;1,000;6,49;6,49;5,42;0,00;0,00;1,07;16,49;19,74;0,05;92,75;;;
23/05/2026;;00000000010772;TOMATE ITALIANO KG;46,090;413,06;8,96;312,15;0,00;0,00;100,91;24,43;32,33;4,35;97,11;;;
23/05/2026;;00000000011623;TORTINHA DE LIMAO DA CASA P;6,000;35,94;5,99;0,00;0,00;0,00;35,94;100,00;0,00;1,55;98,65;;;
23/05/2026;;00000000019191;UVA PRETA S/ CAROCO BDJ 500G;24,000;143,76;5,99;140,20;0,00;0,00;3,56;2,48;2,54;0,15;98,81;;;
23/05/2026;;00000000019308;UVA VERDE S/ CAROCO BDJ 500G;17,000;152,83;8,99;125,20;0,00;0,00;27,63;18,08;22,07;1,19;100,00;;;
24/05/2026;;00000000010523;ABACATE KG;6,450;28,32;4,39;17,48;0,00;0,00;10,84;38,28;62,02;0,86;0,86;;;
24/05/2026;;00000000004802;ABACAXI GRANDE UN.;2,000;15,98;7,99;15,00;0,00;0,00;0,98;6,13;6,53;0,08;0,94;;;
24/05/2026;;00000000004793;ABOBORA SERGIPANA KG;10,321;51,51;4,99;34,06;0,00;0,00;17,45;33,88;51,24;1,38;2,32;;;
24/05/2026;;00000000010505;ABOBRINHA KG;10,695;34,12;3,19;40,96;0,00;0,00;-6,84;-20,05;-16,70;-0,54;1,78;;;
24/05/2026;;00000000012303;AGRIAO UN.;14,000;34,86;2,49;16,80;0,00;0,00;18,06;51,81;107,50;1,43;3,21;;;
24/05/2026;;00000000011048;AIPIM KG;1,070;3,20;2,99;1,99;0,00;0,00;1,21;37,81;60,79;0,10;3,30;;;
24/05/2026;;00000000012302;ALFACE CRESPA UN.;59,000;146,90;2,49;73,75;0,00;0,00;73,15;49,80;99,19;5,79;9,10;;;
24/05/2026;;00000000002496;ALHO KG;13,065;235,13;18,00;182,00;16,46;0,00;53,13;15,60;29,20;4,21;13,30;;;
24/05/2026;;00000000010518;BANANA DAGUA KG;0,670;2,67;3,99;1,79;0,00;0,00;0,88;33,00;49,25;0,07;13,37;;;
24/05/2026;;00000000004801;BANANA PRATA KG;56,320;281,02;4,99;181,35;0,00;0,00;99,67;35,47;54,96;7,89;21,27;;;
24/05/2026;;00000000009239;BANANA PROMOCAO BDJ;3,000;8,97;2,99;0,00;1,08;0,83;8,97;78,75;0,00;0,71;21,98;;;
24/05/2026;;00000000007656;BATATA BAROA BDJ UNIDADE;7,000;41,23;5,89;29,40;0,00;0,00;11,83;28,69;40,24;0,94;22,92;;;
24/05/2026;;00000000001557;BATATA DOCE KG;6,790;31,84;4,69;24,38;0,00;0,00;7,46;23,44;30,62;0,59;23,51;;;
24/05/2026;;00000000002494;BATATA LISA KG;92,245;736,99;7,99;571,92;0,00;0,00;165,07;22,40;28,86;13,07;36,58;;;
24/05/2026;;00000000010506;BERINJELA KG;4,425;30,05;6,79;17,52;0,00;0,00;12,53;41,69;71,49;0,99;37,57;;;
24/05/2026;;00000000004798;BETERRABA KG;6,710;33,49;4,99;27,31;0,00;0,00;6,18;18,45;22,63;0,49;38,06;;;
24/05/2026;;00000000012309;BROCOLIS UN;11,000;76,89;6,99;66,00;0,00;0,00;10,89;14,16;16,50;0,86;38,92;;;
24/05/2026;;00000000000471;CARTELA OVOS C/12;19,000;132,81;6,99;118,75;0,00;0,00;14,06;10,59;11,84;1,11;40,04;;;
24/05/2026;;00000000002495;CEBOLA GRAUDA KG;48,130;249,80;5,19;195,89;0,00;0,00;53,91;21,58;27,52;4,27;44,31;;;
24/05/2026;;00000000010508;CEBOLA MIUDA KG;0,780;3,50;4,49;1,56;0,00;0,00;1,94;55,43;124,36;0,15;44,46;;;
24/05/2026;;00000000010509;CEBOLA ROXA KG;4,180;27,95;6,69;24,41;0,00;0,00;3,54;12,66;14,50;0,28;44,74;;;
24/05/2026;;00000000004799;CENOURA KG;49,535;346,26;6,99;319,50;0,00;0,00;26,76;7,73;8,38;2,12;46,86;;;
24/05/2026;;00000000012307;CHEIRO VERDE UN.;25,000;62,25;2,49;42,50;0,00;0,00;19,75;31,73;46,47;1,56;48,42;;;
24/05/2026;;00000000004796;CHUCHU KG;12,195;43,77;3,59;30,12;0,00;0,00;13,65;31,18;45,31;1,08;49,51;;;
24/05/2026;;00000000010526;COCO SECO KG;7,575;36,28;4,79;25,22;7,26;0,00;11,06;10,47;43,83;0,88;50,38;;;
24/05/2026;;00000000012305;COENTRO UN.;46,000;68,54;1,49;78,20;0,00;0,00;-9,66;-14,09;-12,35;-0,77;49,62;;;
24/05/2026;;00000000012304;COUVE UN.;20,000;49,80;2,49;30,00;0,00;0,00;19,80;39,76;66,00;1,57;51,18;;;
24/05/2026;;00000000010514;GENGIBRE KG;0,920;13,60;14,78;5,62;0,00;1,26;7,98;49,42;141,94;0,63;51,82;;;
24/05/2026;;00000000012306;HORTELA UN;5,000;7,45;1,49;4,50;0,00;0,00;2,95;39,60;65,56;0,23;52,05;;;
24/05/2026;;00000000004804;INHAME KG;9,995;46,89;4,69;27,69;0,00;0,00;19,20;40,96;69,36;1,52;53,57;;;
24/05/2026;;00000000004803;JILO KG;10,625;84,89;7,99;56,21;0,00;0,00;28,68;33,79;51,03;2,27;55,84;;;
24/05/2026;;00000000004797;LARANJA PERA KG;16,645;63,10;3,79;49,93;0,00;0,00;13,16;20,86;26,36;1,04;56,89;;;
24/05/2026;;00000000002498;LIMAO KG;12,515;39,92;3,19;33,16;0,00;0,00;6,76;16,92;20,37;0,54;57,42;;;
24/05/2026;;00000000012312;LOURO UN.;1,000;1,49;1,49;1,20;0,00;0,00;0,29;19,46;24,17;0,02;57,44;;;
24/05/2026;;00000000010530;MACA  ARGENTINA KG;2,245;42,64;18,99;25,08;0,00;0,00;17,56;41,19;70,04;1,39;58,83;;;
24/05/2026;;00000000010627;MACA GALA KG;3,610;32,46;8,99;24,66;0,00;0,00;7,80;24,04;31,65;0,62;59,45;;;
24/05/2026;;00000000002137;MACA GALA SC 850GR;24,000;119,76;4,99;100,08;0,00;0,00;19,68;16,43;19,66;1,56;61,01;;;
24/05/2026;;00000000010529;MACA VERDE KG;0,215;3,65;16,98;2,51;0,00;0,00;1,14;31,26;45,47;0,09;61,10;;;
24/05/2026;;00000000007657;MAMAO FORMOSA KG;0,551;3,30;5,99;1,65;0,00;0,00;1,65;49,91;99,64;0,13;61,23;;;
24/05/2026;;00000000005062;MAMAO PAPAIA UN.;5,000;22,45;4,49;18,75;0,00;0,00;3,70;16,48;19,73;0,29;61,52;;;
24/05/2026;;00000000010525;MANGA PALMER KG;5,935;35,54;5,99;26,83;0,00;0,00;8,71;24,52;32,48;0,69;62,21;;;
24/05/2026;;00000000010522;MARACUJA KG;20,805;166,21;7,99;110,68;0,00;0,00;55,53;33,41;50,17;4,40;66,61;;;
24/05/2026;;00000000009605;MELANCIA BABY UN.;4,000;35,96;8,99;27,48;9,21;0,00;8,48;-2,02;30,86;0,67;67,28;;;
24/05/2026;;00000000011704;MELANCIA FATIADA BDJ KG;2,224;13,32;5,99;0,00;0,00;0,00;13,32;100,00;0,00;1,05;68,34;;;
24/05/2026;;00000000004889;MELANCIA KG;3,916;14,84;3,79;10,30;0,00;0,00;4,54;30,60;44,09;0,36;68,70;;;
24/05/2026;;00000000010521;MELAO COMUM KG;7,895;40,97;5,19;34,58;0,00;0,00;6,39;15,60;18,48;0,51;69,20;;;
24/05/2026;;00000000010684;MORANGO BANDEJA UN.;14,000;111,86;7,99;77,00;0,00;0,00;34,86;31,16;45,27;2,76;71,97;;;
24/05/2026;;00000000004405;MOSTARDA UN;3,000;7,47;2,49;3,30;0,00;0,00;4,17;55,82;126,36;0,33;72,30;;;
24/05/2026;;00000000011612;MOUSSE DE LIMAO DA CASA P;2,000;7,98;3,99;0,00;0,00;0,00;7,98;100,00;0,00;0,63;72,93;;;
24/05/2026;;00000000008064;OVOS CARTELA COM 20;22,000;263,78;11,99;231,00;0,00;0,00;32,78;12,43;14,19;2,60;75,52;;;
24/05/2026;;00000000002519;OVOS CARTELA COM 30;29,000;521,67;17,99;422,82;0,00;0,00;98,85;18,95;23,38;7,83;83,35;;;
24/05/2026;;00000000010512;PEPINO JAPONES KG;4,110;20,50;4,99;17,84;0,00;0,00;2,66;12,99;14,93;0,21;83,56;;;
24/05/2026;;00000000010513;PEPINO KG;7,765;37,98;4,89;31,76;0,00;0,00;6,22;16,38;19,59;0,49;84,06;;;
24/05/2026;;00000000007660;PERA WILLIAM KG;3,570;35,66;9,99;26,45;0,00;0,00;9,21;25,82;34,80;0,73;84,79;;;
24/05/2026;;00000000002502;PIMENTAO KG;12,065;87,96;7,29;62,74;0,00;0,00;25,22;28,67;40,20;2,00;86,78;;;
24/05/2026;;00000000011757;PIMENTAO VERMELHO E AMARELO KG;2,295;32,12;14,00;18,68;0,00;0,00;13,44;41,84;71,94;1,06;87,85;;;
24/05/2026;;00000000010507;QUIABO KG;13,766;109,98;7,99;124,72;0,00;0,00;-14,74;-13,40;-11,82;-1,17;86,68;;;
24/05/2026;;00000000010510;REPOLHO KG;15,775;62,94;3,99;45,12;0,00;0,00;17,82;28,32;39,51;1,41;88,09;;;
24/05/2026;;00000000010511;REPOLHO ROXO KG;1,410;12,67;8,99;5,25;0,00;0,00;7,42;58,60;141,55;0,59;88,68;;;
24/05/2026;;00000000007308;SALSA G;2,000;1,98;0,99;7,00;0,00;0,00;-5,02;-253,54;-71,71;-0,40;88,28;;;
24/05/2026;;00000000012320;SALSINHA UN;26,000;38,74;1,49;44,20;0,00;0,00;-5,46;-14,09;-12,35;-0,43;87,85;;;
24/05/2026;;00000000011761;TANGERINA POKAN KG;24,230;96,66;3,99;63,00;0,00;0,00;33,66;34,83;53,43;2,67;90,52;;;
24/05/2026;;00000000002497;TOMATE CARMEM KG;47,770;381,74;7,99;322,93;0,00;0,00;58,81;15,41;18,21;4,66;95,17;;;
24/05/2026;;00000000002429;TOMATE CEREJA UN.;3,000;14,97;4,99;13,74;0,00;0,00;1,23;8,22;8,95;0,10;95,27;;;
24/05/2026;;00000000002474;TOMATE GRAPE 180G UN.;1,000;6,49;6,49;5,42;0,00;0,00;1,07;16,49;19,74;0,08;95,36;;;
24/05/2026;;00000000010772;TOMATE ITALIANO KG;21,970;197,54;8,99;158,62;0,00;0,00;38,92;19,70;24,53;3,08;98,44;;;
24/05/2026;;00000000011623;TORTINHA DE LIMAO DA CASA P;1,000;5,99;5,99;0,00;0,00;0,00;5,99;100,00;0,00;0,47;98,91;;;
24/05/2026;;00000000019191;UVA PRETA S/ CAROCO BDJ 500G;20,000;119,80;5,99;120,00;0,00;0,00;-0,20;-0,17;-0,17;-0,02;98,90;;;
24/05/2026;;00000000019308;UVA VERDE S/ CAROCO BDJ 500G;7,000;62,93;8,99;49,00;0,00;0,00;13,93;22,14;28,43;1,10;100,00;;;
